customer_id,state,order_value,items_count,is_promo,customer_tenure_days,lifetime_return_rate,pages_viewed,cart_abandon_rate,segment
34,Madhya Pradesh,1560.536645,3,1,1458,0.26,4,0.21,2
34,Uttar Pradesh,1731.748553,2,0,1293,0.08,3,0.55,3
35,Kerala,533.5428757,1,0,849,0.1,7,0.49,1
35,Madhya Pradesh,1993.365499,3,1,579,0.16,6,0.07,2
35,Odisha,679.2978783,2,0.5,701,0.16,4.5,0.19,2
35,Punjab,1538.435205,2,0,760,0.06,7,0.05,1
35,Sikkim,2059.162599,2,0,1101,0.03,5,0.27,3
35,West Bengal,1377.747843,2,0,270,0.13,5,0.41,0
36,Tripura,557.4154309,2,0,861,0.36,5,0.27,3
36,Uttar Pradesh,1398.225301,4,0,520,0.1,6,0.29,0
37,Nagaland,1610.346753,2,1,929,0.35,4,0.29,2
37,West Bengal,1858.357701,5,1,562,0.24,3,0.57,2
38,Goa,656.7449815,2,0,649,0.22,10,0.17,1
38,Himachal Pradesh,1584.23863,1,0,1434,0.16,9,0.13,1
39,Assam,2886.342207,2,0,1024,0.13,6,0.35,3
39,Goa,3226.13384,2,0,1318,0.24,8,0.33,1
39,Kerala,1856.90252,3,0,1492,0.03,6,0.19,3
39,Meghalaya,1303.190761,3,1,1415,0.11,4,0.1,2
39,Rajasthan,2103.714894,1,0,1379,0.21,4,0.58,3
39,West Bengal,1441.308992,1,0,1326,0.3,5,0.38,3
40,Gujarat,1330.625712,2,0,742,0.15,5,0.34,0
40,Meghalaya,3168.317237,4,1,193,0.05,2,0.19,2
40,Odisha,1666.719689,5,0,579,0.21,3,0.24,0
40,Rajasthan,1634.994077,3,0,274,0.13,7,0.04,0
41,Andhra Pradesh,2245.451178,1,1,701,0.06,5,0.57,2
41,Gujarat,815.9754222,3,1,558,0.25,5,0.36,2
41,Nagaland,962.2503089,1,0,378,0.11,6,0.57,0
41,Rajasthan,3068.47167,5,0,1099,0.18,7,0.21,1
41,Sikkim,3468.44754,3,1,1487,0.12,3,0.36,2
41,Tamil Nadu,657.3085012,5,0,456,0.17,3,0.27,0
42,Himachal Pradesh,422.245192,1,0,1463,0.18,5,0.08,3
42,Kerala,1991.570066,2,0,610,0.2,5,0.6,0
42,Rajasthan,2197.932116,2,0,508,0.25,1,0.32,0
43,Andhra Pradesh,1009.324493,1,0,1330,0.12,6,0.21,3
43,Jammu and Kashmir,69.34031396,1,1,339,0.09,4,0.34,2
43,Jharkhand,1854.069486,1,1,1157,0.17,3,0.41,2
43,Kerala,914.19848,2,1,1154,0.26,2,0.57,2
43,Maharashtra,1994.342457,1,0,1298,0.03,6,0.2,3
43,Mizoram,1543.58299,2,1,1069,0.19,5,0.35,2
43,Rajasthan,1110.356557,2,0,88,0.03,7,0.21,0
43,Tripura,1901.445542,2,0,1267,0.07,1,0.26,3
43,West Bengal,1753.002884,1,1,1264,0.04,2,0.32,2
44,Jammu and Kashmir,587.7309564,6,0,553,0.04,5,0.3,0
44,Nagaland,1376.360911,2,0,895,0.14,2,0.44,3
44,Punjab,1540.913647,1,1,1039,0.17,11,0.6,1
44,Rajasthan,1795.35826,1,0,991,0.29,8,0.37,1
45,Arunachal Pradesh,1299.154002,2,0,1344,0.29,5,0.49,3
45,Chhattisgarh,2199.511523,1,1,110,0.24,4,0.46,2
45,Kerala,1208.906671,2,0,738,0.14,9,0.38,1
45,Punjab,2075.096407,3,0,1182,0.14,4,0.39,3
45,Tamil Nadu,1399.322799,1,1,1416,0.1,3,0.17,2
45,Uttar Pradesh,1711.399536,5,0,595,0.11,2,0.42,0
46,Andhra Pradesh,2011.503765,4,1,98,0.27,8,0.39,1
46,Chhattisgarh,1075.828604,2,0,162,0.14,4,0.25,0
46,Jammu and Kashmir,1643.457986,4,0,1456,0.28,10,0.07,1
46,Karnataka,1322.515755,1,0,307,0.34,4,0.38,0
46,Nagaland,1653.225319,1,0,1488,0.24,5,0.3,3
47,Bihar,2678.902449,1,1,1124,0.16,7,0.35,2
47,Madhya Pradesh,1294.123577,2,1,1174,0.41,1,0.22,2
47,Odisha,2082.069526,1,0,1495,0.07,4,0.66,3
47,Sikkim,963.1886595,3,1,485,0.27,5,0.32,2
47,Tripura,2067.246966,1,0,542,0.1,3,0.14,0
47,Uttar Pradesh,2685.172682,3,1,933,0.27,10,0.44,1
47,West Bengal,1524.698799,1,1,1192,0.2,4,0.36,2
48,Assam,1926.451145,1,0,1405,0.05,8,0.23,1
48,Bihar,1833.961941,1,1,1446,0.15,9,0.27,1
48,Haryana,1341.784215,1,1,18,0,10,0.43,1
48,Madhya Pradesh,1309.341089,1.5,0,479,0.045,3,0.26,0
48,Tamil Nadu,2401.069521,1,0,418,0.03,7,0.04,0
48,Uttar Pradesh,3831.395719,2,1,249,0.17,4,0.3,2
48,Uttarakhand,522.4475947,3,1,699,0.11,6,0.15,2
49,Assam,1877.484661,2,0,1189,0.15,8,0.5,1
50,Jammu and Kashmir,1337.931257,1,1,1009,0.19,4,0.33,2
50,Karnataka,2227.013536,3.5,0,433,0.22,3,0.355,0
50,Odisha,2607.258198,1,0,66,0.09,8,0.5,0
50,Rajasthan,1221.063818,3,0,676,0.09,2,0.53,3
50,Sikkim,1181.157887,2,1,1432,0.19,4,0.83,2
50,West Bengal,1033.059098,1.5,0,638,0.135,4.5,0.44,0
51,Gujarat,1168.274974,2,0,1013,0.14,4,0.29,3
51,Haryana,2355.342532,1,0,613,0.11,6,0.18,0
51,Uttarakhand,931.2189448,2,1,1263,0,10,0.23,1
52,Chhattisgarh,1435.058236,1,1,921,0.35,5,0.3,2
52,Gujarat,807.0295779,1,0,1036,0.08,6,0.37,3
52,Manipur,1075.791594,1,0,1235,0.16,4,0.26,3
52,Mizoram,968.5050771,1,1,419,0.1,9,0.54,1
52,Nagaland,1347.115032,2,1,607,0.03,11,0.12,1
52,Uttar Pradesh,2114.569744,1,1,821,0.05,4,0.32,2
53,Jharkhand,1833.414071,2,0,1254,0.12,5,0.1,3
53,Manipur,1515.490641,1,0,1489,0.24,10,0.3,1
53,Sikkim,1974.529574,1,1,1256,0.13,8,0.57,1
54,Jammu and Kashmir,1358.238983,1,0,562,0.22,1,0.27,0
54,Maharashtra,693.2254971,1,1,347,0.17,7,0.47,2
55,Andhra Pradesh,1924.320074,2.5,0,548.5,0.13,4.5,0.38,0
55,Arunachal Pradesh,1070.206389,1,0,1443,0.03,5,0.29,3
55,Jharkhand,2393.859851,6,1,1119,0.06,2,0.39,2
55,Meghalaya,1116.765617,3,0,734,0.42,2,0.49,3
55,Uttarakhand,1647.809917,1.5,0.5,921,0.11,2.5,0.235,3
56,Andhra Pradesh,922.3216981,1,0,529,0.02,8,0.26,1
56,Assam,864.609885,1,0,812,0.19,9,0.42,1
56,Goa,744.4661365,3,1,153,0.23,6,0.45,2
56,Punjab,1098.741689,2.5,0,808.5,0.085,3,0.3,3
57,Assam,3184.38938,3,1,1179,0.02,8,0.24,1
57,Goa,2598.628335,4,1,1480,0.14,4,0.15,2
57,Haryana,996.485709,6,0,1491,0.12,3,0.36,3
57,Jammu and Kashmir,2212.478547,1,0,542,0.43,5,0.32,0
57,Manipur,1921.715322,1,0,331,0.11,3,0.29,0
58,Arunachal Pradesh,2330.871382,2,0,1291,0.16,5,0.14,3
58,Goa,1608.971632,1,0,179,0.04,3,0.17,0
58,Manipur,901.340609,2,1,473,0.27,7,0.19,2
58,Nagaland,2889.191625,2.5,0.5,551.5,0.16,5.5,0.54,2
58,Uttarakhand,1599.153408,1,1,442,0.2,2,0.37,2
59,Goa,50,1,1,1291,0.33,2,0.43,2
59,Punjab,2151.427245,2,1,1292,0.18,4,0.31,2
59,Sikkim,1102.250949,2,1,206,0.12,7,0.01,2
60,Andhra Pradesh,1529.614956,2,1,1057,0.2,2,0.23,2
60,Arunachal Pradesh,288.6878308,4,1,1467,0.15,8,0.03,1
60,Jharkhand,2295.422447,3,1,1354,0.32,1,0.42,2
60,Uttarakhand,1090.163341,3,1,309,0.14,3,0.34,2
61,Arunachal Pradesh,726.2872095,2,1,956,0.16,4,0.12,2
61,Chhattisgarh,1990.718107,4,0,822,0.17,6,0.32,3
61,Meghalaya,1181.984253,2,1,124,0.01,9,0.21,1
61,Nagaland,2892.689315,1,0,240,0.21,4,0.38,0
61,Rajasthan,1437.605063,3,0.5,1057.5,0.105,8,0.22,1
61,Sikkim,1412.769487,1,1,79,0.24,4,0.41,2
62,Andhra Pradesh,1462.472458,2,0,169,0.24,7,0.41,0
62,Assam,1759.958056,2,0,330,0.23,2,0.44,0
62,Karnataka,325.00352,1,1,721,0.11,4,0.21,2
63,Goa,50,2,0,1262,0.01,8,0.32,1
63,Karnataka,2003.267436,3,1,1288,0.09,5,0.64,2
63,Kerala,665.7110766,4,1,186,0.48,3,0.36,2
63,Meghalaya,600.626194,3,0,34,0.31,5,0.37,0
64,Himachal Pradesh,1267.561288,1,1,788,0.23,6,0.28,2
64,Mizoram,2060.408241,2,0,415.5,0.085,4.5,0.34,0
65,Arunachal Pradesh,1963.412576,3,0,959,0.12,5,0.36,3
65,Chhattisgarh,2399.447644,5,0,847,0.24,4,0.18,3
65,Nagaland,1981.591845,1,1,676,0.12,3,0.21,2
65,Odisha,1461.415377,2,0,641,0.32,7,0.44,1
65,West Bengal,1726.175427,2,0,570,0.28,6,0.47,0
66,Himachal Pradesh,367.0130531,1,0,811,0.06,6,0.18,3
66,Kerala,853.6181222,1,0,983,0.1,6,0.5,3
66,Nagaland,1009.377356,1,0,902,0.23,5,0.2,3
66,Tamil Nadu,1522.919407,1,1,1185,0.11,5,0.22,2
66,Uttar Pradesh,50,3,0,1002,0.03,3,0.36,3
67,Arunachal Pradesh,592.7254433,3,1,824,0.3,3,0.48,2
67,Assam,1237.837687,2,1,961,0.17,7,0.11,2
67,Chhattisgarh,2311.832855,1,1,543,0.23,5,0.09,2
67,Himachal Pradesh,506.8416128,1,0,1013,0.25,5,0.38,3
67,Meghalaya,728.0328306,5,0,1110,0,5,0.14,3
67,Nagaland,1221.170806,1,1,1075,0.18,3,0.5,2
68,Mizoram,1134.218465,3,0.5,102,0.115,6.5,0.27,0
69,Himachal Pradesh,2825.623027,5,0,1122,0.12,3,0.3,3
69,Manipur,50,1,0,502,0.23,4,0.43,0
69,Tripura,1805.478855,2,1,989,0.22,6,0.3,2
70,Gujarat,859.9088021,4,0,248,0.13,3,0.1,0
70,Haryana,1700.082452,1,0,609,0.24,2,0.44,0
70,Himachal Pradesh,1467.447333,2,0,1145,0.03,5,0.37,3
70,Uttarakhand,2846.20942,2,0,688,0.1,8,0.3,1
71,Assam,1658.221215,3,0,1064,0.21,7,0.29,1
71,Jharkhand,2251.770666,1,0,1035,0.03,5,0.47,3
71,Karnataka,497.7894753,1,0,1019,0.31,6,0.48,3
71,Kerala,1484.655913,1,0,634,0.08,2,0.03,0
71,Madhya Pradesh,2028.116002,1,0.5,892.5,0.22,8,0.275,1
71,Meghalaya,1022.893597,1,1,752,0.08,8,0.29,1
71,Punjab,1193.211746,1,0,369,0.2,2,0.31,0
71,Uttar Pradesh,1993.316991,5,0,1199,0.21,7,0.11,3
72,Haryana,294.1854226,2,1,772,0.33,5,0.33,2
72,Kerala,50,3,0,312,0.05,6,0.23,0
72,Uttar Pradesh,1656.202814,2,1,63,0.17,3,0.4,2
73,Arunachal Pradesh,2679.492902,4,0,420,0.44,3,0.12,0
73,Gujarat,1399.098958,2,0,1282,0.15,7,0.43,3
73,Sikkim,2492.791614,1,0,550,0.16,6,0.14,0
74,Andhra Pradesh,1344.581375,1,0,131,0.05,6,0.22,0
74,Jammu and Kashmir,2180.455761,1,0,454,0.15,3,0.3,0
74,Rajasthan,1099.657718,2,0,126,0.22,4,0.22,0
74,Tripura,1043.568275,1.5,0,621.5,0.215,6,0.275,0
74,Uttar Pradesh,559.0151219,1,0,994,0.15,2,0.57,3
75,Jharkhand,880.2438082,1,0,301,0.23,10,0.39,1
75,Manipur,2150.938993,2,1,783,0.03,5,0.19,2
75,Mizoram,1592.650146,3,1,24,0.28,7,0.62,2
76,Assam,1653.649695,2,0,769,0.145,6,0.29,3
76,Jharkhand,847.655388,1,0,262,0.21,1,0.03,0
76,Karnataka,768.6540966,3,0,1216,0.06,9,0.4,1
76,Mizoram,509.4594477,4,1,480,0.08,3,0.26,2
76,Odisha,1484.335698,3,0,791,0.25,7,0.28,1
77,Gujarat,2723.033095,1,0,1238,0.08,3,0.46,3
77,Mizoram,1290.191089,1,0,1429,0.21,6,0.31,3
77,Nagaland,1967.117293,3,0,662,0.08,7,0.43,1
77,Odisha,466.6650547,3,0,609,0.11,1,0.62,0
77,Punjab,227.6024498,1,0,586,0.05,10,0.12,1
78,Haryana,2240.733994,2,0,1202,0.02,3,0.3,3
78,Himachal Pradesh,860.5768873,1,1,970,0.19,6,0.44,2
78,Karnataka,2235.947436,1,1,74,0.15,5,0.77,2
78,Manipur,2225.983091,5,0,349,0.09,4,0.2,0
79,Chhattisgarh,1088.412008,3,0,1108,0.02,4,0.39,3
79,Jharkhand,2116.586679,3,0,1408,0.17,6,0.33,3
79,Karnataka,1369.07612,3,0,964,0.15,7,0.13,1
80,Arunachal Pradesh,1845.694737,4,0,119,0,3,0.18,0
80,Meghalaya,1419.214304,1.5,1,730,0.155,8,0.34,1
80,Odisha,827.6229122,1,0,1206,0.17,7,0.15,3
81,Haryana,1483.927495,1,0,217,0.27,8,0.28,1
81,Karnataka,1855.180101,4,1,1107,0.15,5,0.42,2
81,Madhya Pradesh,1740.832601,1,0.5,267.5,0.08,7.5,0.665,1
81,Meghalaya,1913.243709,3,1,1249,0.2,2,0.17,2
82,Andhra Pradesh,2637.858806,4,0,437,0.34,4,0.48,0
82,Assam,1910.214038,2,0,939,0.04,10,0.37,1
82,Chhattisgarh,2846.293951,3,0,19,0.13,4,0.16,0
82,Jharkhand,2228.210495,4,0,119,0.15,5,0.42,0
82,Madhya Pradesh,1131.949745,2,0,1473,0.25,4,0.45,3
82,Nagaland,1479.626675,4,0,391,0.14,6,0.19,0
82,Punjab,1981.553474,7,0,897,0.4,5,0.09,3
83,Bihar,1800.07352,2,1,402,0.15,5,0.25,2
83,Chhattisgarh,2263.416817,2,0.5,1003.5,0.19,2.5,0.325,3
83,Goa,2687.020601,1,0,1279,0.23,6,0.32,3
83,Karnataka,1109.909162,4,0,1083,0.16,11,0.51,1
83,Madhya Pradesh,2316.471659,1,1,431,0.07,4,0.59,2
83,Manipur,763.9444367,3,1,409,0.09,6,0.13,2
83,Rajasthan,1002.922415,1,0,1200,0.22,5,0.31,3
84,Andhra Pradesh,2803.432045,1,0,1427,0.29,3,0.08,3
84,Haryana,1675.202978,4,1,227,0.14,5,0.26,2
84,Kerala,2211.876793,2,0,1382,0.02,4,0.18,3
84,Manipur,1808.374471,3,0,1229,0.2,7,0.49,3
84,Rajasthan,784.5735007,1,1,47,0.22,2,0.37,2
84,Uttarakhand,745.6551805,1,0,122,0.06,7,0.17,0
84,West Bengal,1535.868677,4,0,65,0.07,5,0.55,0
85,Arunachal Pradesh,1602.419467,3,1,1246,0.23,5,0.5,2
85,Sikkim,1237.241892,2,0,40,0.15,5,0.39,0
86,Chhattisgarh,2199.918118,3.5,1,617.5,0.19,4,0.35,2
86,Gujarat,1362.845209,2.5,0,768,0.15,3.5,0.275,3
86,Karnataka,50,1,0,160,0.15,3,0.39,0
86,Punjab,734.5256244,1,0,26,0.23,4,0.41,0
86,Uttarakhand,211.9288709,2,0,687,0.15,7,0.3,1
87,Arunachal Pradesh,2467.664134,2,0,1362,0.01,4,0.19,3
87,Goa,1606.093878,4,1,838,0.02,2,0.31,2
87,Haryana,1302.121688,2,0,855,0.25,5,0.34,3
87,Jammu and Kashmir,622.7048196,3,0,605,0.17,3,0.31,0
87,Jharkhand,820.6833989,1,1,209,0.15,2,0.21,2
87,Maharashtra,492.8713674,1,0,1185,0.15,8,0.49,1
87,Punjab,2422.840972,3,1,117,0.09,2,0.31,2
87,Tripura,834.3608189,3,1,727,0.33,4,0.14,2
87,Uttarakhand,264.3417602,1.5,0.5,865,0.215,6.5,0.18,1
88,Arunachal Pradesh,2416.702158,1,1,12,0.14,4,0.21,2
88,Chhattisgarh,3313.117442,4,1,1000,0.23,4,0.28,2
88,Odisha,2132.869506,3,0,403,0.03,5,0.31,0
89,Arunachal Pradesh,1628.273812,3,0,1116,0.18,12,0.21,1
89,Chhattisgarh,1758.601953,1,0,1287,0.24,2,0.38,3
89,Karnataka,1103.538005,2,0,811,0.2,8,0.25,1
89,Madhya Pradesh,1257.819305,1,1,318,0.22,7,0.31,2
89,Mizoram,2532.49702,1,0,47,0.06,6,0.47,0
89,Uttarakhand,2373.172158,3,0,1394,0.23,3,0.09,3
90,Haryana,2384.360864,4,0,205,0.14,6,0.22,0
90,Jammu and Kashmir,1294.556254,4,0,1033,0.16,5,0.32,3
90,Meghalaya,1857.022871,2,0,1072,0.22,6,0.51,3
90,Odisha,1117.39134,2,0,439,0.2,2,0.12,0
90,Tamil Nadu,842.7555431,3,0,1057,0.07,4,0.14,3
90,Uttarakhand,1831.23412,3,0,589,0.18,8,0.3,1
91,Bihar,2501.672618,4,1,1351,0.01,3,0.46,2
91,Himachal Pradesh,2047.003908,3,0,1109,0.01,7,0.18,3
91,West Bengal,2129.322797,2,0,309,0.37,2,0.25,0
92,Andhra Pradesh,1769.083271,3,0,601,0.3,5,0.29,0
92,Jammu and Kashmir,1350.783218,2,0,1091.5,0.145,3,0.42,3
93,Chhattisgarh,1607.042335,2,1,419,0.31,3,0.27,2
93,Manipur,1276.594618,1,1,1410,0.21,6,0.21,2
93,Meghalaya,2145.553962,1,0,412,0.12,3,0.27,0
93,Nagaland,2443.972592,3,0,447,0.12,7,0.23,0
93,Uttar Pradesh,2042.880167,1,1,654,0.27,5,0.33,2
